,msisdn,region,prov,stime,ci,slongitude,slatitude,end_time,end_ci,end_longitude,end_latitude,duration,lac,lbs_region,stat_date
17,2ACC098F9792C5BE56993BBA529217E8,2100392,41,2023-07-14 15:26:22,43174395941,0.0,0.0,2023-07-14 15:26:22,43174469666,0.0,0.0,0,1048628,1000250,20230714
18,E6E52D7F9A3D9910D9717156EAA33B4C,1000250,32,2023-07-14 17:29:54,9482462,118.99055,32.145963,2023-07-14 17:29:54,9998787,118.999664,32.142544,0,20994,1000250,20230714
19,97A143603FEA252D847FCCC3864F7CFE,1000250,32,2023-07-14 20:48:28,42950713369,118.77668,32.02475,2023-07-14 20:48:28,43174432791,0.0,0.0,0,1048605,1000250,20230714
20,B70E2230E57F0107CAFDEB834242E3FE,1000250,32,2023-07-14 22:31:41,42960453656,118.74336,31.98081,2023-07-14 22:31:41,43218960407,0.0,0.0,0,1048628,1000250,20230714
21,32CDFE05F126A658C60CC1A0812E4587,1000250,32,2023-07-15 07:20:11,43173203992,0.0,0.0,2023-07-15 07:20:11,43218243612,0.0,0.0,0,1048654,1000250,20230715
22,E422D8ECBCBDD404ECA638909305B242,1000250,32,2023-07-15 09:04:19,42961666073,119.047134,31.642483,2023-07-15 09:04:19,42963419159,119.03554,31.64384,0,1048641,1000250,20230715
23,ECF03C7D72CCCE13346A4E1090724414,1000250,32,2023-07-15 11:56:20,42952106009,118.87453,32.10015,2023-07-15 11:56:20,42959732764,118.87949,32.09848,0,1048590,1000250,20230715
24,82C00494643BF0F9CB94AF3CB5E4CE2B,1000250,32,2023-07-15 15:24:23,113954906,118.778885,32.053337,2023-07-15 15:24:23,220258370,118.7799,32.04376,0,25311,1000250,20230715
25,84528ECB0849500B724802C4690DAA3E,1000250,32,2023-07-15 15:26:50,161264312,118.84603,32.33713,2023-07-15 15:26:50,42964860951,118.83385,32.32751,0,21009,1000250,20230715
26,B7360519DEB72E3F9CADDB6F501AB37E,1000250,32,2023-07-15 17:51:13,42962354203,118.689514,31.944368,2023-07-15 17:51:13,230523964,118.69821,31.946861,0,1048654,1000250,20230715
27,85A22D4639AF275F803B8A9CDD268D18,2100633,37,2023-07-15 21:08:01,42952126489,118.70994,31.973555,2023-07-15 21:08:01,43224109079,0.0,0.0,0,1048654,1000250,20230715
28,7B8B326D814BFE441854B51217D5FFBB,1000250,32,2023-07-16 10:35:58,230945047,118.865295,32.110916,2023-07-16 10:35:58,9457581,118.865326,32.108177,0,20494,1000250,20230716
29,F8517FE846B003F65455D059AD63C3DB,1000250,32,2023-07-16 13:05:13,219049015,119.07441,32.20911,2023-07-16 13:05:13,42959007767,119.05914,32.20322,0,20994,1000250,20230716
30,900A1F653CF63E0BEBF77F671D1F0618,1000250,32,2023-07-16 14:34:14,9233861,118.96445,32.274723,2023-07-16 14:34:14,9254853,118.95492,32.262463,0,21005,1000250,20230716
31,56BA8A871D46CA8C69931F7746A377CC,1000250,32,2023-07-16 20:00:05,42954399770,118.90152,32.06311,2023-07-16 20:00:05,42954805272,118.89881,32.06628,0,1048591,1000250,20230716
32,019C9CAB7F572AA51E668E664566ADFA,1000250,32,2023-07-10 06:36:48,42952757276,118.782715,32.11677,2023-07-10 06:36:49,178220986,118.781582,32.118712,1,1048592,1000250,20230710
33,6ECB2297E6D53E6C3C2C4611219F4F7C,1000250,32,2023-07-10 08:49:51,83953228,118.78717,31.912937,2023-07-10 08:49:52,87390783,118.7864,31.906677,1,20990,1000250,20230710
34,2BA73D0EBE78B9DF0E9040C89B8ADC3D,1000250,32,2023-07-10 09:01:26,42961469465,118.704124,31.987144,2023-07-10 09:01:27,42950631452,118.70003,31.99051,1,1048654,1000250,20230710
35,6A10899021884382F06F646CAE5F0C9E,1000512,32,2023-07-10 10:40:45,230747673,118.92756,32.094364,2023-07-10 10:40:46,9926829,118.8829121,32.103397,1,20957,1000250,20230710
36,EC60158A4BDBE76553DB3768C0041D3F,1000250,32,2023-07-10 14:18:36,113646313,118.642082,32.067648,2023-07-10 14:18:37,161424332,118.63665,32.07334,1,21004,1000250,20230710
37,EFC80545A3CB5145BE95B3AC6E413384,2100537,37,2023-07-10 15:50:18,230518807,118.985886,32.137688,2023-07-10 15:50:19,9893327,118.98374,32.137204,1,20994,1000250,20230710
38,314EDF6AA7D9034D669F428B613E6A13,2100871,53,2023-07-10 18:29:40,42962952217,118.94993,32.153736,2023-07-10 18:29:41,42959089690,118.94823,32.14851,1,1048648,1000250,20230710
39,E878E21348A81643F66D47FAB1079087,1000250,32,2023-07-11 10:02:52,42953379865,118.71629,31.987442,2023-07-11 10:02:53,42950971415,118.71425,31.987091,1,1048654,1000250,20230711
40,00E8CE102BAA8CC6F06FE2C926C1B012,1000250,32,2023-07-11 10:04:33,42954158108,118.73086,31.9843,2023-07-11 10:04:34,43172417561,118.73421,31.995213,1,1048628,1000250,20230711
41,6F8B04D8A70C60F46B92ADD516E734E9,2100566,34,2023-07-11 13:13:36,219049536,119.06563,32.20051,2023-07-11 13:13:37,220692825,119.08985,32.23438,1,20994,1000250,20230711
42,5267F89C74FD4CF165963C462EEABD5A,1000250,32,2023-07-11 13:26:48,9359539,118.7379811,31.9902111,2023-07-11 13:26:49,230880070,118.7447311,31.982811,1,20769,1000250,20230711
43,110AE4C61C543EDAC1D7E1F93DDB17F2,1000250,32,2023-07-11 14:36:05,43172151320,0.0,0.0,2023-07-11 14:36:06,43096498203,0.0,0.0,1,1048638,1000250,20230711
44,CD79C0189FDB9C135F8660B044034E5A,2100376,41,2023-07-11 20:18:21,230791489,118.607445,31.92513,2023-07-11 20:18:22,230548805,118.601911,31.9179811,1,20988,1000250,20230711
45,98D549843021C669DB8AABC634E9DE76,1000250,32,2023-07-12 04:45:36,230961201,118.85791,32.00827,2023-07-12 04:45:37,84116761,118.85466,32.013607,1,20504,1000250,20230712
46,39D3AE9B9DFE57EA05F87AB054EA36D4,1000250,32,2023-07-12 05:16:59,178154092,118.73732,31.98334,2023-07-12 05:17:00,84866840,118.73732,31.98334,1,20955,1000250,20230712
47,C30BE328FB2F90BD55D0413F5B220CB4,2100200,44,2023-07-12 06:51:58,113779672,118.934154,31.930952,2023-07-12 06:51:59,9605311,118.78476,32.036953,1,20992,1000250,20230712
48,9548B909D4F2263475F953C41D18031D,1000250,32,2023-07-12 07:38:54,114082777,118.7184711,31.9441111,2023-07-12 07:38:55,220485173,118.713715,31.94374,1,20988,1000250,20230712
49,EDD73A597F554E594E1818B85A007FBA,1000250,32,2023-07-12 07:43:41,84900376,118.7498611,32.0020311,2023-07-12 07:43:42,180346199,118.7498611,32.0020311,1,20764,1000250,20230712
50,DDA1425DFB64D0F3DB471FB7F4873AB1,1000250,32,2023-07-12 08:36:26,220466720,118.718199,32.025459,2023-07-12 08:36:27,180337246,118.71362,32.025416,1,20965,1000250,20230712
51,247E614EB68EF1FCAD76C4D114ECA176,1000250,32,2023-07-12 12:09:38,9530551,118.865364,32.020557,2023-07-12 12:09:39,9851059,118.865364,32.020557,1,20963,1000250,20230712
52,5088426149A5AE8F52C04C0904C35350,2100200,44,2023-07-12 12:36:11,219051342,118.998947,32.165936,2023-07-12 12:36:12,114216439,118.995003,32.166171,1,20994,1000250,20230712
53,13DFDB661BA5D07672F4062F8B75998C,2100538,37,2023-07-12 12:48:35,180093014,118.95701,32.133091,2023-07-12 12:48:36,9718189,118.95701,32.133091,1,20994,1000250,20230712
54,0DA15BA5C2E71AB29DB8948DB1E77B86,1000250,32,2023-07-12 14:07:35,42952052763,118.7304,31.990557,2023-07-12 14:07:36,42952048668,118.72532,31.99381,1,1048628,1000250,20230712
55,8DFA4CE9BC6440645A956B325A19E86E,2100100,11,2023-07-12 16:11:46,180346968,118.7255411,32.0039411,2023-07-12 16:11:47,180272728,118.7228311,32.0045811,1,20769,1000250,20230712
56,7FF3FE69CAFCEEC1EA6C79B1DADE5E6B,2100100,11,2023-07-12 17:43:19,42954457115,118.73255,31.984362,2023-07-12 17:43:20,42954158108,118.73086,31.9843,1,1048628,1000250,20230712
57,AF2850DDCDC42DE792674C899B5CDB1E,2100200,44,2023-07-12 18:46:43,113972190,118.73961,32.08817,2023-07-12 18:46:44,161275312,118.74396,32.08617,1,20960,1000250,20230712
58,B3CF467BF0E72B8D838EC2905D1853D9,1000250,32,2023-07-12 19:07:27,84826168,118.99924,32.143257,2023-07-12 19:07:28,219048932,118.98737,32.154873,1,20994,1000250,20230712
59,258A1426E34995BC7D9BE32059616B7E,1000250,32,2023-07-12 19:15:25,9264848,118.77546,32.272865,2023-07-12 19:15:26,84375068,118.77351,32.277454,1,21008,1000250,20230712
60,87CB21E4AE709954A46DB4AEF392A6AB,2100771,45,2023-07-12 23:08:10,43097468960,0.0,0.0,2023-07-12 23:08:11,42952646682,118.79548,32.03958,1,1048650,1000250,20230712
61,C5304B5E06955105366355969BBBB0E0,1000250,32,2023-07-13 01:09:14,87409687,118.83185,31.901764,2023-07-13 01:09:15,230898471,118.829998,31.904027,1,20491,1000250,20230713
62,210F926DAECC62217B3F5A6ABD5D375E,2100230,50,2023-07-13 06:25:39,220297273,118.882515,31.745083,2023-07-13 06:25:40,161320125,118.87894,31.740305,1,21011,1000250,20230713
63,8F83791F0FDCEF2FDCC2CF07AB3CA384,1000250,32,2023-07-13 06:44:54,84114997,118.92686,32.10235,2023-07-13 06:44:55,84862746,118.92686,32.10235,1,20645,1000250,20230713
64,E57EA19877D17B5C577423DB8B4B89B1,2100210,31,2023-07-13 13:46:46,83888950,118.81674,31.881899,2023-07-13 13:46:47,84814874,0.0,0.0,1,20491,1000250,20230713
65,DCE0BACDE875944D010F9E474DD59676,1000250,32,2023-07-13 15:27:08,9833661,118.97607,32.136726,2023-07-13 15:27:09,84385872,118.97578,32.130598,1,20994,1000250,20230713
66,772A81B743E2BB702800E73AD28B5EA5,2100370,41,2023-07-13 16:40:06,4294967317,0.0,0.0,2023-07-13 16:40:07,43075952668,119.02947,32.129913,1,20994,1000250,20230713
67,8D47BCBA2284AC07754302B6AED89B9A,1000250,32,2023-07-13 17:23:35,87397184,118.7325511,31.9843511,2023-07-13 17:23:36,113893209,118.7325511,31.9843511,1,20955,1000250,20230713
68,7C54E56F9274099E3590707E92AF9D45,2100310,13,2023-07-13 19:28:49,42963288090,118.88448,32.156223,2023-07-13 19:28:50,42962563096,118.87954,32.16075,1,1048612,1000250,20230713
69,174FC920967CC88FA80689C59BB76551,2100200,44,2023-07-13 20:17:15,84344347,118.827675,32.34954,2023-07-13 20:17:16,9939894,118.74249,32.057194,1,20998,1000250,20230713
70,1E0903A61DEEBF83DD5C3E706D4AAEAE,1000250,32,2023-07-13 23:32:51,114209090,118.694703,31.975502,2023-07-13 23:32:52,84592679,0.0,0.0,1,21000,1000250,20230713
71,A0C7924A5826BEE353A80F1ECD3E1F0F,1000250,32,2023-07-14 07:36:03,9337533,118.7512111,32.086211,2023-07-14 07:36:04,230800426,118.753824,32.083195,1,20960,1000250,20230714
72,BEBA92B0FC57758DFAC6A81810E563C3,1000250,32,2023-07-14 14:33:05,43175677975,0.0,0.0,2023-07-14 14:33:06,161462959,118.9772,32.33137,1,1048671,1000250,20230714
73,85F2962E9BBE9C8AA4D7EAC86382EF2F,1000250,32,2023-07-14 17:06:08,230998825,118.7333311,31.983411,2023-07-14 17:06:09,43172417560,118.73421,31.995213,1,20955,1000250,20230714
74,AACCE5AD20B2D57492CBC662B37D8C39,1000250,32,2023-07-14 17:24:45,219048934,118.98737,32.154873,2023-07-14 17:24:46,84826647,118.98091,32.15141,1,20994,1000250,20230714
75,DE2DE24FA18F247DB0BE8C7AF852F375,1000250,32,2023-07-14 20:09:09,230644289,118.7363411,31.9857911,2023-07-14 20:09:10,84895295,118.73086,31.9843,1,20955,1000250,20230714
76,4FA2748C5540B002A6A724FAF4976076,2100454,23,2023-07-14 20:24:42,43174379555,0.0,0.0,2023-07-14 20:24:43,42955427865,118.92397,32.14248,1,1048648,1000250,20230714
77,183D6C4E78EE1D193F3C887D69B5F4ED,1000514,32,2023-07-15 00:23:32,9278152,118.687546,32.087036,2023-07-15 00:23:33,161047981,118.687546,32.087036,1,21006,1000250,20230715
78,07FBC81C2190DB8998838149DAF7073A,1000250,32,2023-07-15 06:40:47,84926490,118.7223911,31.9717511,2023-07-15 06:40:48,114145244,118.725655,31.97417,1,21000,1000250,20230715
79,18D4D86BD823DD9C35AEE5B20282710D,2100763,44,2023-07-15 11:14:42,87397916,118.77463,32.02451,2023-07-15 11:14:43,9532572,118.77485,32.02413,1,20638,1000250,20230715
80,3025EC9CD937C00F014DD1C94A5C2F77,1000519,32,2023-07-15 11:34:02,218979607,118.725655,31.97417,2023-07-15 11:34:03,218959683,118.7286311,31.9700811,1,20955,1000250,20230715
81,B4D65F05A4BF87B30BFB95499795485F,2100557,34,2023-07-15 11:44:34,114024408,118.783356,31.973057,2023-07-15 11:44:35,114034647,118.77838,31.974417,1,20504,1000250,20230715
82,154887CE0667C60E77B8F627D780269C,1000250,32,2023-07-15 13:25:50,42952572952,118.69041,32.02756,2023-07-15 13:25:51,43218161693,0.0,0.0,1,1048618,1000250,20230715
83,753DBB55B157887BC9109D2092577821,1000250,32,2023-07-15 16:49:52,42952040475,118.70275,31.96208,2023-07-15 16:49:53,42956013594,118.7016,31.959986,1,1048654,1000250,20230715
84,3B188F27096450677B04117D08B8C556,1000250,32,2023-07-15 19:21:22,9439406,118.87869,31.80307,2023-07-15 19:21:23,220505879,118.87621,31.791874,1,21011,1000250,20230715
85,70C881B727E1D2CBE88FF3A4A7B8CC52,1000250,32,2023-07-15 19:37:22,42957410327,118.834656,31.983562,2023-07-15 19:37:23,220333375,118.9334,32.032944,1,1048671,1000250,20230715
86,9B30095FDA7FA89506EBC071B033A838,1000250,32,2023-07-16 06:32:23,83924287,118.77137,32.017513,2023-07-16 06:32:24,84129601,118.76833,32.068974,1,20770,1000250,20230716
87,3D37BD1BE43AFFF0F8E19AD63076DDAD,2100972,63,2023-07-16 08:39:41,42963484701,118.761925,31.99311,2023-07-16 08:39:42,42954367000,118.75905,31.99809,1,1048588,1000250,20230716
88,B2DE9D6F037B7F212D395B64F99D2DA0,1000250,32,2023-07-16 08:50:02,9999807,118.926258,32.154867,2023-07-16 08:50:03,4294967317,0.0,0.0,1,20994,1000250,20230716
89,3BEE70D39EAD0390D8F236ED5FBAF4F1,1000250,32,2023-07-16 11:15:08,43174141975,0.0,0.0,2023-07-16 11:15:09,42951012377,118.98923,32.16761,1,1048648,1000250,20230716
90,76EE095C25B30B6B97B7E6269E8A1071,2100210,31,2023-07-16 11:30:34,42951012377,118.98923,32.16761,2023-07-16 11:30:35,42958082074,118.97925,32.15957,1,1048648,1000250,20230716
91,611040FFF1501C0302547854E7D4FC98,1000250,32,2023-07-16 11:32:26,43097337884,118.75782,31.965006,2023-07-16 11:32:27,43160403998,0.0,0.0,1,1048628,1000250,20230716
92,393D092D12C6FD72E890A0C22FD95A22,1000250,32,2023-07-16 12:47:29,113525987,118.72725,32.12284,2023-07-16 12:47:30,42965336091,118.72725,32.12284,1,20962,1000250,20230716
93,339C0C0D8CE64EA32779BF2F50089FC0,1000250,32,2023-07-16 14:21:13,4294967317,0.0,0.0,2023-07-16 14:21:14,43096031257,0.0,0.0,1,20970,1000250,20230716
94,8008B99352F7D44C687373A5A2DFFF42,2100552,34,2023-07-16 16:34:15,84284443,0.0,0.0,2023-07-16 16:34:16,84893468,118.59809,31.86761,1,21016,1000250,20230716
95,59C23E6EBFD088D6D9356B504705D170,1000250,32,2023-07-16 17:49:34,43173462048,0.0,0.0,2023-07-16 17:49:35,42950647838,118.72932,31.96448,1,1048628,1000250,20230716
96,72C478E07EABBF67705679305288A1D2,2100240,21,2023-07-16 19:12:24,231062865,118.873001,31.736501,2023-07-16 19:12:25,178151771,118.87894,31.740305,1,21011,1000250,20230716
97,E1C7824A509F9887626903939E8DCF19,1000250,32,2023-07-16 23:52:44,9896130,118.87807,32.002255,2023-07-16 23:52:45,161216692,118.87836,32.006,1,20963,1000250,20230716
98,FD2ECF5E2AC63659E6FDF22AA35F90EE,2100210,31,2023-07-10 11:58:30,220577816,118.769745,31.994925,2023-07-10 11:58:40,180320342,118.794624,31.89974,10,20492,1000250,20230710
99,3D933C6645F48F46D73ED905E1DE1328,1000250,32,2023-07-10 20:14:13,161025977,118.843074,32.031063,2023-07-10 20:14:23,9927341,118.84159,32.02525,10,20999,1000250,20230710
100,A08D17411E5353F899BABEFB2014019F,2100564,34,2023-07-10 23:51:18,113755606,118.97745,32.14961,2023-07-10 23:51:28,84826689,118.978355,32.14471,10,20994,1000250,20230710
101,696B03EB32A4F2D2BE9D6A5DFE4067A3,2100200,44,2023-07-11 00:58:18,230839069,118.80287,32.055138,2023-07-11 00:58:28,220365355,0.0,0.0,10,20506,1000250,20230711
102,B751A266F15C49BF730687DD37F0EA07,1000250,32,2023-07-11 09:28:23,42955792414,0.0,0.0,2023-07-11 09:28:33,43095212056,118.7872,31.972109,10,1048599,1000250,20230711
103,D0196AD80566B994F2FFAC95E4C67F75,1000250,32,2023-07-12 07:22:09,8255,118.83181,31.861311,2023-07-12 07:22:19,113844061,118.838139,31.847173,10,20990,1000250,20230712
104,B353929197F0DADADA430F9C51021073,2100357,14,2023-07-13 17:02:46,83950886,118.78788,32.009212,2023-07-13 17:02:56,230842687,118.78782,32.009148,10,20638,1000250,20230713
105,39CDCA4E372342DC1ED2DE4524B32B29,2100553,34,2023-07-13 19:17:08,84866894,118.73732,31.98334,2023-07-13 19:17:18,180090721,118.734411,31.980111,10,20955,1000250,20230713
106,0882771D0406BF19D99619C10C25EB49,1000515,32,2023-07-13 21:24:19,219018815,119.120514,32.237545,2023-07-13 21:24:29,220705858,119.10108,32.23043,10,20994,1000250,20230713
107,F264DF09D3C457DBA67EBAF5FB7A4A01,2100537,37,2023-07-14 16:43:21,113947233,118.765541,32.117411,2023-07-14 16:43:31,230874693,118.765564,32.11745,10,20496,1000250,20230714
108,9D8F7B4699F3F9222899365F63CA6791,1000250,32,2023-07-15 20:30:51,230802243,118.7785611,32.0516111,2023-07-15 20:31:01,180287577,118.778564,32.051617,10,20767,1000250,20230715
109,7677B4D1F1FFFD25D95692987F82D750,2100551,34,2023-07-16 14:09:10,161256655,118.82786,31.953829,2023-07-16 14:09:20,220209227,118.82918,31.951458,10,20993,1000250,20230716
110,6B4654038E944C8785B9E82E1B08C8D8,1000250,32,2023-07-14 07:14:33,113692642,0.0,0.0,2023-07-14 07:16:13,113667040,118.68805,31.979359,100,21000,1000250,20230714
111,58E6DA459B6F06CC68EB112AF7CD3751,1000527,32,2023-07-14 08:47:08,42956005401,118.7703,32.080063,2023-07-14 08:48:50,43094196251,0.0,0.0,102,1048593,1000250,20230714
112,E6017A7B99590F96F264226AABB32480,2100713,42,2023-07-13 15:16:20,42954457115,118.73255,31.984362,2023-07-13 15:18:03,43172417564,0.0,0.0,103,1048628,1000250,20230713
113,54702D66641313967404DDFE84CD3422,1000250,32,2023-07-13 19:12:04,230965312,118.82147,32.03322,2023-07-13 19:13:47,9807317,118.82676,32.03146,103,20499,1000250,20230713
114,11941A19A7E693146C6986BBFE88EF41,2100557,34,2023-07-11 09:58:40,180276567,118.79057,32.04744,2023-07-11 10:00:24,84389699,118.777131,32.071521,104,20497,1000250,20230711
115,34317B87B104F0803D9B481E0B69D77C,2100557,34,2023-07-12 16:41:34,84572184,118.770711,31.972811,2023-07-12 16:43:18,9654980,118.80114,31.97605,104,20969,1000250,20230712
116,DA9300982A566FCFD1D2C34BCEC39C85,1000250,32,2023-07-14 21:04:38,230464535,118.81777,32.17074,2023-07-14 23:59:59,230464535,118.81777,32.17074,10521,20763,1000250,20230714
117,BD48FE40E4F62A687BFA961520B4FE35,1000250,32,2023-07-16 16:35:16,220330827,118.757971,31.964921,2023-07-16 16:52:50,160999599,118.75584,31.962143,1054,20955,1000250,20230716
118,7316FBBC6C584946C39C0E0A03084C57,1000512,32,2023-07-13 19:32:43,43099041831,0.0,0.0,2023-07-13 19:34:30,230876202,118.82431,32.10545,107,1048674,1000250,20230713
119,4AFA96D2B8127C041D7E20882DAC5B40,1000250,32,2023-07-15 19:35:49,219054127,119.03127,32.18241,2023-07-15 19:37:36,84824885,118.9649001,32.16006,107,20994,1000250,20230715
120,7B5B10EE769D4E49C16A394CDBC87EC3,2100731,43,2023-07-15 12:05:54,160978865,118.6771411,31.961311,2023-07-15 12:23:49,9434010,118.74278,31.97272,1075,21000,1000250,20230715
121,7FC499C687E8815F75656BB7A420C50E,2100556,34,2023-07-11 07:18:59,9926871,118.89325,32.088272,2023-07-11 07:20:47,220637753,118.89047,32.09119,108,20956,1000250,20230711
122,B6BC5AAE3685C743CAB31D60DEEDE132,2100210,31,2023-07-10 00:56:25,160973742,118.7285211,32.0283611,2023-07-10 00:56:36,9821903,118.7309381,32.029271,11,20965,1000250,20230710
123,96713C5B19933A20527BFB02D233E6F5,1000250,32,2023-07-10 20:14:36,84113177,118.7536311,31.9931711,2023-07-10 20:14:47,42963316759,118.749985,31.99014,11,20764,1000250,20230710
124,3781946F8C2CDAF8E326653524F2E631,1000250,32,2023-07-11 08:50:16,161263568,118.7707111,31.9837811,2023-07-11 08:50:27,84060739,118.7691511,31.9773811,11,20774,1000250,20230711
125,6040FD8B404DFF68DECA516E0C2C334A,1000250,32,2023-07-11 14:53:51,220208153,118.71642,31.991545,2023-07-11 14:54:02,9520061,118.714573,31.993533,11,21000,1000250,20230711
126,AC1601C5F1F23BD8B78CB24A462E8954,1000250,32,2023-07-11 19:14:17,180096091,118.791435,32.048138,2023-07-11 19:14:28,230763578,118.78972,32.062508,11,20777,1000250,20230711
127,E1B5B270ADB14E45DA5401E71A6A9598,1000250,32,2023-07-11 21:03:02,42953613335,118.733154,31.993061,2023-07-11 21:03:13,42952736791,118.73293,31.99349,11,1048618,1000250,20230711
128,A1C23A4D9D2F4731520E5EBFDDC882DE,1000250,32,2023-07-12 13:18:06,230636060,118.7541811,32.0176611,2023-07-12 13:18:17,84124954,118.7466911,32.0203711,11,20492,1000250,20230712
129,152E27EB6797EF1B3207BD0EA8F7F98C,2100553,34,2023-07-12 15:21:05,161050546,118.7707,31.963575,2023-07-12 15:21:16,161376695,118.7755611,31.9609711,11,20969,1000250,20230712
130,4239A7AC952D3CA76C674DE227A09EF0,1000515,32,2023-07-13 14:06:43,42957778969,118.57307,31.875002,2023-07-13 14:06:54,42961686553,118.55762,31.86372,11,1048667,1000250,20230713
131,5332F3E71980265932DC71E8293605DF,1000250,32,2023-07-14 14:38:21,220483363,118.650185,31.948257,2023-07-14 14:38:32,230596668,118.6532911,31.9496411,11,21000,1000250,20230714
132,1AE4E11B4BD79417B1349ADE38F31F86,2100759,44,2023-07-15 19:40:03,230839873,118.814514,32.04748,2023-07-15 19:40:14,180333405,118.81441,32.04716,11,20499,1000250,20230715
133,BCAB0462AA9551B148EC6054825EB80D,1000250,32,2023-07-11 18:32:59,43218759704,0.0,0.0,2023-07-11 18:34:50,43218853911,0.0,0.0,111,1048672,1000250,20230711
134,7DAEA75AAD4A7FFBFA45B238B8639774,1000250,32,2023-07-14 05:43:47,43098619936,118.857544,31.31978,2023-07-14 05:45:38,42961981464,118.85774,31.32499,111,1048649,1000250,20230714
135,C60CFF68DF3A9F9CCFB7EB8D72D026A3,1000250,32,2023-07-14 09:36:57,161198015,118.81127,32.02404,2023-07-14 09:38:49,230967588,118.811831,32.02967,112,20501,1000250,20230714
136,4BD14AF880E95DAABA949044C11E9B1C,1000250,32,2023-07-15 21:03:22,84375319,118.93675,32.15436,2023-07-15 21:05:15,84379705,118.94547,32.16069,113,20994,1000250,20230715
137,986288330D9C61429364ECC9AB3E1824,1000250,32,2023-07-16 20:20:20,43094896663,118.68278,31.9431,2023-07-16 20:39:35,84764196,118.68177,31.944939,1155,1048654,1000250,20230716
138,4D2730730822D97986B0D61BD8CEB7B3,1000517,32,2023-07-10 12:01:38,9356699,118.76565,32.06188,2023-07-10 12:03:35,84504641,118.770834,32.060556,117,20768,1000250,20230710
139,9259ABC3945042427A6328F32FB1155A,1000250,32,2023-07-10 13:11:47,230436946,118.943042,32.148854,2023-07-10 13:11:59,230436379,118.943103,32.154182,12,20994,1000250,20230710
